student,test,rating
3356,reasoning,3
3356,emotion,4
3357,response_behaviour,3
3357,reading,4
3357,working_memory,5
3357,processing_speed,4
3357,math_fluency,4
3357,long_term_memory,5
3357,emotion,5
3358,response_behaviour,4
3358,reading,4
3358,processing_speed,4
3358,math_fluency,5
3358,long_term_memory,5
3358,reasoning,1
3358,emotion,5
3359,response_behaviour,3
3359,reading,2
3359,working_memory,5
3359,processing_speed,4
3359,math_fluency,3
3359,long_term_memory,4
3359,emotion,3
3390,response_behaviour,4
3390,reading,1
3390,working_memory,3
3390,processing_speed,1
3390,math_fluency,1
3390,long_term_memory,5
3390,calculus,1
3390,emotion,2
3391,response_behaviour,4
3391,reading,1
3391,working_memory,5
3391,processing_speed,2
3391,math_fluency,1
3391,long_term_memory,5
3391,reasoning,1
3391,emotion,3
3392,response_behaviour,3
3392,reading,2
3392,working_memory,5
3392,processing_speed,2
3392,math_fluency,2
3392,long_term_memory,5
3392,reasoning,3
3392,calculus,1
3393,reading,4
3393,working_memory,5
3393,processing_speed,1
3393,math_fluency,5
3393,long_term_memory,5
3393,reasoning,3
3393,calculus,5
3393,emotion,4
3394,response_behaviour,3
3394,working_memory,5
3394,processing_speed,2
3394,math_fluency,1
3394,long_term_memory,5
3394,reasoning,3
3394,calculus,1
3394,emotion,5
3395,response_behaviour,3
3395,reading,1
3395,working_memory,5
3395,processing_speed,3
3395,math_fluency,4
3395,long_term_memory,5
3395,calculus,2
3395,emotion,1
3396,response_behaviour,4
3396,reading,1
3396,working_memory,5
3396,processing_speed,2
3396,math_fluency,1
3396,long_term_memory,5
3396,calculus,2
3396,emotion,2
3397,reading,2
3397,working_memory,5
3397,processing_speed,4
3397,math_fluency,5
3397,long_term_memory,5
3397,reasoning,2
3397,calculus,5
3397,emotion,5
3398,response_behaviour,3
3398,reading,5
3398,working_memory,5
3398,math_fluency,5
3398,long_term_memory,5
3398,reasoning,4
3398,calculus,5
3398,emotion,5
3399,response_behaviour,4
3399,reading,3
3399,working_memory,5
3399,processing_speed,3
3399,math_fluency,2
3399,reasoning,3
3399,calculus,3
3399,emotion,2
3400,response_behaviour,3
3400,working_memory,5
3400,processing_speed,4
3400,math_fluency,1
3400,long_term_memory,5
3400,reasoning,3
3400,calculus,2
3400,emotion,3
3401,response_behaviour,3
3401,reading,4
3401,working_memory,5
3401,processing_speed,2
3401,math_fluency,5
3401,long_term_memory,5
3401,reasoning,4
3401,emotion,5
3402,response_behaviour,3
3402,working_memory,5
3402,processing_speed,1
3402,math_fluency,3
3402,long_term_memory,1
3402,reasoning,1
3402,calculus,2
3402,emotion,4
3403,response_behaviour,3
3403,reading,2
3403,processing_speed,2
3403,math_fluency,5
3403,long_term_memory,5
3403,reasoning,1
3403,calculus,3
3403,emotion,3
3404,response_behaviour,3
3404,reading,1
3404,working_memory,5
3404,processing_speed,3
3404,math_fluency,3
3404,long_term_memory,5
3404,calculus,2
3404,emotion,5
3405,response_behaviour,3
3405,reading,1
3405,working_memory,5
3405,processing_speed,5
3405,math_fluency,2
3405,long_term_memory,5
3405,reasoning,4
3405,calculus,1
3406,reading,4
3406,working_memory,5
3406,processing_speed,2
3406,math_fluency,2
3406,long_term_memory,5
3406,reasoning,4
3406,calculus,3
3406,emotion,4
3407,response_behaviour,3
3407,reading,1
3407,working_memory,5
3407,processing_speed,4
3407,math_fluency,3
3407,long_term_memory,5
3407,reasoning,2
3407,emotion,3
3408,response_behaviour,4
3408,reading,1
3408,working_memory,5
3408,processing_speed,2
3408,long_term_memory,5
3408,reasoning,3
3408,calculus,2
3408,emotion,3
3409,response_behaviour,4
3409,reading,2
3409,processing_speed,2
3409,math_fluency,2
3409,long_term_memory,5
3409,reasoning,3
3409,calculus,2
3409,emotion,4
3410,response_behaviour,4
3410,reading,4
3410,working_memory,5
3410,processing_speed,4
3410,long_term_memory,5
3410,reasoning,2
3410,calculus,3
3410,emotion,3
3411,reading,4
3411,working_memory,5
3411,processing_speed,5
3411,math_fluency,5
3411,long_term_memory,1
3411,reasoning,3
3411,calculus,5
3411,emotion,5
3412,response_behaviour,3
3412,working_memory,5
3412,processing_speed,3
3412,math_fluency,5
3412,long_term_memory,4
3412,reasoning,3
3412,calculus,2
3412,emotion,5
3413,response_behaviour,3
3413,reading,2
3413,working_memory,5
3413,processing_speed,4
3413,math_fluency,4
3413,long_term_memory,5
3413,reasoning,4
3413,calculus,4
3414,response_behaviour,3
3414,reading,3
3414,working_memory,5
3414,processing_speed,3
3414,math_fluency,5
3414,reasoning,4
3414,calculus,5
3414,emotion,3
3415,response_behaviour,3
3415,reading,3
3415,processing_speed,3
3415,math_fluency,5
3415,long_term_memory,5
3415,reasoning,2
3415,calculus,3
3415,emotion,4
3416,response_behaviour,3
3416,reading,1
3416,working_memory,5
3416,processing_speed,3
3416,math_fluency,2
3416,long_term_memory,5
3416,reasoning,4
3416,emotion,5
3418,response_behaviour,4
3418,reading,2
3418,working_memory,5
3418,processing_speed,4
3418,math_fluency,4
3418,long_term_memory,5
3418,calculus,3
3418,emotion,5
3419,response_behaviour,3
3419,reading,3
3419,working_memory,5
3419,math_fluency,2
3419,long_term_memory,5
3419,reasoning,3
3419,calculus,2
3419,emotion,5
3420,response_behaviour,3
3420,reading,2
3420,working_memory,5
3420,processing_speed,5
3420,math_fluency,5
3420,reasoning,5
3420,calculus,4
3420,emotion,5
3421,response_behaviour,3
3421,reading,3
3421,working_memory,5
3421,processing_speed,1
3421,math_fluency,1
3421,long_term_memory,5
3421,calculus,3
3421,emotion,3
3422,response_behaviour,3
3422,reading,1
3422,working_memory,5
3422,math_fluency,2
3422,long_term_memory,5
3422,reasoning,4
3422,calculus,3
3422,emotion,5
3423,response_behaviour,4
3423,reading,2
3423,working_memory,5
3423,processing_speed,2
3423,math_fluency,4
3423,reasoning,2
3423,calculus,4
3423,emotion,2
3424,response_behaviour,3
3424,reading,3
3424,processing_speed,3
3424,math_fluency,2
3424,long_term_memory,5
3424,reasoning,4
3424,calculus,1
3424,emotion,5
3425,response_behaviour,3
3425,reading,3
3425,working_memory,5
3425,processing_speed,2
3425,math_fluency,5
3425,long_term_memory,5
3425,reasoning,4
3425,calculus,5
3426,response_behaviour,3
3426,reading,3
3426,working_memory,5
3426,processing_speed,5
3426,math_fluency,2
3426,long_term_memory,5
3426,calculus,1
3426,emotion,4
3427,response_behaviour,4
3427,reading,1
3427,working_memory,5
3427,processing_speed,4
3427,math_fluency,1
3427,long_term_memory,5
3427,calculus,1
3427,emotion,2
3428,response_behaviour,3
3428,reading,3
3428,working_memory,5
3428,processing_speed,2
3428,math_fluency,4
3428,long_term_memory,4
3428,reasoning,4
3428,calculus,3
3429,response_behaviour,3
3429,reading,2
3429,processing_speed,2
3429,math_fluency,3
3429,long_term_memory,5
3429,reasoning,2
3429,calculus,3
3429,emotion,2
3430,response_behaviour,3
3430,reading,3
3430,working_memory,5
3430,processing_speed,3
3430,math_fluency,4
3430,long_term_memory,5
3430,calculus,3
3430,emotion,5
3431,response_behaviour,3
3431,reading,5
3431,working_memory,5
3431,math_fluency,3
3431,long_term_memory,4
3431,reasoning,3
3431,calculus,2
3431,emotion,3
3432,response_behaviour,4
3432,reading,1
3432,working_memory,5
3432,processing_speed,1
3432,math_fluency,2
3432,long_term_memory,5
3432,calculus,1
3432,emotion,1
3433,response_behaviour,3
3433,reading,3
3433,working_memory,5
3433,processing_speed,4
3433,math_fluency,5
3433,long_term_memory,5
3433,reasoning,4
3433,emotion,3
3434,response_behaviour,4
3434,working_memory,5
3434,processing_speed,4
3434,math_fluency,2
3434,long_term_memory,5
3434,reasoning,4
3434,calculus,3
3434,emotion,3
3435,response_behaviour,4
3435,working_memory,5
3435,processing_speed,5
3435,math_fluency,1
3435,long_term_memory,4
3435,reasoning,4
3435,calculus,1
3435,emotion,5
3436,response_behaviour,3
3436,reading,1
3436,working_memory,5
3436,processing_speed,5
3436,math_fluency,2
3436,reasoning,4
3436,calculus,5
3436,emotion,5
3437,response_behaviour,3
3437,working_memory,5
3437,processing_speed,2
3437,math_fluency,2
3437,long_term_memory,5
3437,reasoning,2
3437,calculus,2
3437,emotion,1
3438,response_behaviour,3
3438,reading,4
3438,working_memory,5
3438,processing_speed,4
3438,math_fluency,4
3438,long_term_memory,1
3438,reasoning,5
3438,emotion,3
3439,response_behaviour,3
3439,reading,3
3439,working_memory,5
3439,processing_speed,1
3439,math_fluency,2
3439,long_term_memory,1
3439,reasoning,5
3439,emotion,3
3440,response_behaviour,3
3440,reading,2
3440,working_memory,5
3440,processing_speed,5
3440,long_term_memory,5
3440,reasoning,5
3440,calculus,5
3440,emotion,5
3441,response_behaviour,3
3441,reading,5
3441,working_memory,5
3441,processing_speed,5
3441,math_fluency,5
3441,long_term_memory,5
3441,calculus,4
3441,emotion,5
3442,response_behaviour,2
3442,reading,2
3442,working_memory,5
3442,math_fluency,4
3442,long_term_memory,1
3442,reasoning,1
3442,calculus,5
3442,emotion,3
3443,response_behaviour,3
3443,reading,5
3443,processing_speed,3
3443,math_fluency,5
3443,long_term_memory,5
3443,reasoning,2
3443,calculus,4
3443,emotion,4
3444,response_behaviour,3
3444,reading,4
3444,working_memory,5
3444,processing_speed,2
3444,math_fluency,4
3444,long_term_memory,5
3444,reasoning,2
3444,calculus,4
3445,response_behaviour,3
3445,reading,1
3445,working_memory,5
3445,math_fluency,5
3445,long_term_memory,2
3445,reasoning,2
3445,calculus,2
3445,emotion,2
3446,response_behaviour,3
3446,reading,2
3446,working_memory,5
3446,processing_speed,3
3446,math_fluency,1
3446,long_term_memory,5
3446,calculus,1
3446,emotion,3
3447,response_behaviour,3
3447,reading,1
3447,working_memory,5
3447,math_fluency,1
3447,long_term_memory,5
3447,reasoning,1
3447,calculus,1
3447,emotion,1
3448,response_behaviour,3
3448,reading,2
3448,working_memory,5
3448,processing_speed,2
3448,long_term_memory,5
3448,reasoning,1
3448,calculus,5
3448,emotion,4
3449,reading,4
3449,working_memory,5
3449,processing_speed,3
3449,math_fluency,1
3449,long_term_memory,5
3449,reasoning,4
3449,calculus,2
3449,emotion,3
3450,reading,2
3450,working_memory,5
3450,processing_speed,1
3450,math_fluency,1
3450,long_term_memory,5
3450,reasoning,1
3450,calculus,2
3450,emotion,3
3451,response_behaviour,3
3451,reading,4
3451,working_memory,5
3451,math_fluency,4
3451,long_term_memory,5
3451,reasoning,2
3451,calculus,5
3451,emotion,2
3452,response_behaviour,3
3452,reading,2
3452,working_memory,5
3452,processing_speed,4
3452,math_fluency,5
3452,long_term_memory,5
3452,reasoning,4
3452,calculus,5
3453,response_behaviour,3
3453,reading,1
3453,working_memory,5
3453,processing_speed,1
3453,math_fluency,2
3453,long_term_memory,5
3453,reasoning,3
3453,emotion,4
3454,response_behaviour,3
3454,reading,4
3454,working_memory,5
3454,processing_speed,5
3454,math_fluency,5
3454,long_term_memory,5
3454,reasoning,4
3454,emotion,5
3455,response_behaviour,3
3455,reading,1
3455,working_memory,5
3455,math_fluency,1
3455,long_term_memory,4
3455,reasoning,1
3455,calculus,1
3455,emotion,2
3456,response_behaviour,3
3456,working_memory,5
3456,processing_speed,3
3456,math_fluency,1
3456,long_term_memory,5
3456,reasoning,2
3456,calculus,2
3456,emotion,5
3457,response_behaviour,3
3457,reading,4
3457,working_memory,5
3457,processing_speed,5
3457,long_term_memory,5
3457,reasoning,5
3457,calculus,4
3457,emotion,4
3458,response_behaviour,3
3458,reading,2
3458,processing_speed,2
3458,math_fluency,4
3458,long_term_memory,3
3458,reasoning,2
3458,calculus,4
3458,emotion,4
3459,response_behaviour,3
3459,reading,3
3459,processing_speed,1
3459,math_fluency,2
3459,long_term_memory,5
3459,reasoning,2
3459,calculus,1
3459,emotion,1
3460,response_behaviour,3
3460,reading,3
3460,processing_speed,2
3460,math_fluency,3
3460,long_term_memory,5
3460,reasoning,4
3460,calculus,5
3460,emotion,3
3461,response_behaviour,3
3461,reading,3
3461,working_memory,5
3461,processing_speed,4
3461,math_fluency,2
3461,long_term_memory,5
3461,calculus,2
3461,emotion,4
3462,response_behaviour,3
3462,reading,2
3462,working_memory,5
3462,math_fluency,5
3462,long_term_memory,5
3462,reasoning,3
3462,calculus,4
3462,emotion,4
3463,response_behaviour,3
3463,reading,4
3463,working_memory,5
3463,processing_speed,4
3463,long_term_memory,5
3463,reasoning,2
3463,calculus,2
3463,emotion,4
3464,response_behaviour,4
3464,reading,2
3464,working_memory,5
3464,processing_speed,5
3464,math_fluency,3
3464,long_term_memory,5
3464,calculus,2
3464,emotion,3
3465,response_behaviour,3
3465,reading,5
3465,working_memory,5
3465,processing_speed,5
3465,math_fluency,4
3465,long_term_memory,5
3465,reasoning,5
3465,emotion,3
3466,response_behaviour,3
3466,reading,4
3466,working_memory,5
3466,processing_speed,2
3466,math_fluency,5
3466,long_term_memory,5
3466,calculus,5
3466,emotion,5
3467,response_behaviour,3
3467,reading,2
3467,processing_speed,2
3467,math_fluency,3
3467,long_term_memory,5
3467,reasoning,2
3467,calculus,3
3467,emotion,1
3468,response_behaviour,3
3468,reading,4
3468,working_memory,5
3468,processing_speed,4
3468,math_fluency,5
3468,long_term_memory,3
3468,reasoning,3
3468,calculus,5
3469,response_behaviour,3
3469,reading,4
3469,processing_speed,4
3469,math_fluency,5
3469,long_term_memory,5
3469,reasoning,3
3469,calculus,4
3469,emotion,5
3470,response_behaviour,3
3470,working_memory,5
3470,processing_speed,5
3470,math_fluency,5
3470,long_term_memory,5
3470,reasoning,4
3470,calculus,5
3470,emotion,4
3471,response_behaviour,3
3471,reading,3
3471,working_memory,5
3471,processing_speed,2
3471,math_fluency,4
3471,reasoning,1
3471,calculus,5
3471,emotion,3
3472,response_behaviour,3
3472,working_memory,5
3472,processing_speed,2
3472,math_fluency,5
3472,long_term_memory,5
3472,reasoning,4
3472,calculus,4
3472,emotion,2
3473,reading,1
3473,working_memory,5
3473,processing_speed,3
3473,math_fluency,2
3473,long_term_memory,5
3473,reasoning,1
3473,calculus,1
3473,emotion,3
3475,reading,4
3475,working_memory,5
3475,processing_speed,1
3475,math_fluency,2
3475,long_term_memory,5
3475,reasoning,1
3475,calculus,1
3475,emotion,2
3476,response_behaviour,3
3476,reading,3
3476,working_memory,5
3476,processing_speed,3
3476,math_fluency,4
3476,reasoning,2
3476,calculus,4
3476,emotion,3
3477,response_behaviour,3
3477,reading,2
3477,working_memory,5
3477,processing_speed,4
3477,math_fluency,2
3477,long_term_memory,5
3477,reasoning,3
3477,emotion,4
3478,response_behaviour,3
3478,working_memory,5
3478,processing_speed,2
3478,math_fluency,1
3478,long_term_memory,5
3478,reasoning,1
3478,calculus,1
3478,emotion,2
3479,response_behaviour,3
3479,reading,1
3479,working_memory,5
3479,processing_speed,1
3479,math_fluency,1
3479,long_term_memory,5
3479,reasoning,1
3479,emotion,1
3480,reading,4
3480,working_memory,5
3480,processing_speed,4
3480,math_fluency,5
3480,long_term_memory,5
3480,reasoning,5
3480,emotion,3
3481,response_behaviour,3
3481,reading,5
3481,working_memory,5
3481,math_fluency,5
3481,long_term_memory,5
3481,reasoning,4
3481,emotion,5
3482,response_behaviour,3
3482,reading,5
3482,working_memory,5
3482,processing_speed,4
3482,long_term_memory,5
3482,reasoning,4
3482,emotion,5
3483,response_behaviour,4
3483,working_memory,5
3483,processing_speed,1
3483,math_fluency,4
3483,long_term_memory,5
3483,reasoning,1
3483,emotion,1
3484,response_behaviour,3
3484,working_memory,5
3484,processing_speed,3
3484,math_fluency,5
3484,long_term_memory,5
3484,reasoning,3
3484,emotion,2
3486,reading,4
3486,working_memory,5
3486,processing_speed,4
3486,math_fluency,5
3486,long_term_memory,3
3486,reasoning,4
3486,emotion,2
3487,reading,3
3487,working_memory,5
3487,processing_speed,2
3487,math_fluency,2
3487,long_term_memory,5
3487,reasoning,3
3487,emotion,1
3488,response_behaviour,4
3488,reading,4
3488,working_memory,5
3488,processing_speed,2
3488,math_fluency,1
3488,long_term_memory,4
3488,emotion,1
3489,response_behaviour,4
3489,reading,3
3489,working_memory,5
3489,math_fluency,3
3489,long_term_memory,4
3489,reasoning,2
3489,emotion,5
3490,response_behaviour,4
3490,reading,3
3490,working_memory,5
3490,processing_speed,5
3490,long_term_memory,5
3490,reasoning,5
3490,emotion,5
3491,reading,2
3491,working_memory,5
3491,processing_speed,3
3491,math_fluency,3
3491,long_term_memory,5
3491,reasoning,4
3491,emotion,1
3492,response_behaviour,4
3492,reading,2
3492,processing_speed,2
3492,math_fluency,3
3492,long_term_memory,5
3492,reasoning,1
3492,emotion,2
3493,response_behaviour,3
3493,reading,2
3493,working_memory,5
3493,processing_speed,2
3493,math_fluency,2
3493,long_term_memory,5
3493,emotion,2
3494,response_behaviour,3
3494,reading,4
3494,working_memory,5
3494,processing_speed,3
3494,math_fluency,1
3494,reasoning,2
3494,emotion,3
3495,response_behaviour,3
3495,reading,3
3495,working_memory,5
3495,math_fluency,5
3495,long_term_memory,5
3495,reasoning,4
3495,emotion,3
3496,response_behaviour,3
3496,reading,4
3496,working_memory,5
3496,processing_speed,4
3496,math_fluency,4
3496,long_term_memory,5
3496,emotion,3
3497,response_behaviour,3
3497,reading,4
3497,working_memory,5
3497,processing_speed,1
3497,long_term_memory,5
3497,reasoning,3
3497,emotion,1
3498,response_behaviour,3
3498,reading,4
3498,working_memory,5
3498,math_fluency,3
3498,long_term_memory,5
3498,reasoning,3
3498,emotion,3
3499,response_behaviour,4
3499,working_memory,5
3499,processing_speed,1
3499,math_fluency,2
3499,long_term_memory,4
3499,reasoning,2
3499,emotion,1
3500,response_behaviour,3
3500,reading,3
3500,working_memory,5
3500,processing_speed,3
3500,long_term_memory,4
3500,reasoning,4
3500,emotion,1
3501,response_behaviour,3
3501,reading,1
3501,working_memory,5
3501,processing_speed,1
3501,math_fluency,1
3501,long_term_memory,5
3501,emotion,1
3502,response_behaviour,3
3502,reading,4
3502,working_memory,5
3502,processing_speed,4
3502,math_fluency,2
3502,reasoning,4
3502,emotion,5
3503,response_behaviour,3
3503,reading,1
3503,working_memory,5
3503,processing_speed,2
3503,math_fluency,3
3503,long_term_memory,5
3503,emotion,1
3504,response_behaviour,3
3504,reading,2
3504,working_memory,5
3504,processing_speed,5
3504,math_fluency,4
3504,long_term_memory,5
3504,emotion,5
3505,response_behaviour,3
3505,working_memory,5
3505,processing_speed,3
3505,math_fluency,5
3505,long_term_memory,5
3505,reasoning,4
3505,emotion,5
3506,response_behaviour,3
3506,reading,4
3506,working_memory,5
3506,processing_speed,1
3506,math_fluency,3
3506,reasoning,2
3506,emotion,2
3507,response_behaviour,4
3507,reading,4
3507,processing_speed,1
3507,math_fluency,2
3507,long_term_memory,2
3507,reasoning,1
3507,emotion,4
3508,response_behaviour,3
3508,reading,2
3508,working_memory,5
3508,math_fluency,3
3508,long_term_memory,5
3508,reasoning,4
3508,emotion,3
3509,response_behaviour,3
3509,reading,5
3509,processing_speed,5
3509,math_fluency,5
3509,long_term_memory,5
3509,reasoning,5
3509,emotion,4
3510,response_behaviour,3
3510,reading,5
3510,working_memory,5
3510,processing_speed,3
3510,math_fluency,3
3510,long_term_memory,5
3510,reasoning,3
3511,response_behaviour,3
3511,reading,4
3511,working_memory,5
3511,math_fluency,5
3511,long_term_memory,3
3511,reasoning,3
3511,emotion,5
3512,response_behaviour,3
3512,reading,2
3512,working_memory,5
3512,math_fluency,4
3512,long_term_memory,4
3512,reasoning,2
3512,emotion,1
3513,response_behaviour,3
3513,reading,4
3513,working_memory,5
3513,processing_speed,3
3513,long_term_memory,3
3513,reasoning,4
3513,emotion,2
3514,response_behaviour,4
3514,working_memory,5
3514,processing_speed,2
3514,math_fluency,2
3514,long_term_memory,5
3514,reasoning,1
3514,emotion,2
3515,response_behaviour,4
3515,reading,1
3515,processing_speed,1
3515,math_fluency,1
3515,long_term_memory,4
3515,reasoning,1
3515,emotion,2
3516,response_behaviour,3
3516,reading,3
3516,working_memory,5
3516,processing_speed,1
3516,math_fluency,2
3516,reasoning,2
3516,emotion,5
3517,response_behaviour,3
3517,reading,5
3517,working_memory,5
3517,processing_speed,1
3517,math_fluency,1
3517,reasoning,4
3517,emotion,1
3518,response_behaviour,4
3518,working_memory,5
3518,processing_speed,4
3518,math_fluency,2
3518,long_term_memory,5
3518,reasoning,4
3518,emotion,5
3519,response_behaviour,3
3519,reading,1
3519,working_memory,5
3519,math_fluency,2
3519,long_term_memory,5
3519,reasoning,2
3519,emotion,1
3520,response_behaviour,3
3520,reading,4
3520,working_memory,5
3520,math_fluency,4
3520,long_term_memory,5
3520,reasoning,5
3520,emotion,2
3521,reading,5
3521,working_memory,5
3521,processing_speed,2
3521,math_fluency,4
3521,long_term_memory,5
3521,reasoning,4
3521,emotion,3
3522,response_behaviour,3
3522,reading,5
3522,working_memory,5
3522,processing_speed,3
3522,math_fluency,5
3522,long_term_memory,4
3522,reasoning,4
3523,response_behaviour,4
3523,reading,3
3523,working_memory,5
3523,processing_speed,3
3523,math_fluency,3
3523,long_term_memory,5
3523,emotion,2
3524,reading,1
3524,working_memory,2
3524,processing_speed,4
3524,math_fluency,1
3524,long_term_memory,4
3524,reasoning,3
3524,emotion,5
3525,reading,2
3525,working_memory,5
3525,processing_speed,4
3525,math_fluency,3
3525,long_term_memory,1
3525,reasoning,5
3525,emotion,5
3526,response_behaviour,3
3526,reading,3
3526,working_memory,5
3526,math_fluency,4
3526,long_term_memory,5
3526,reasoning,5
3526,emotion,4
3527,response_behaviour,5
3527,reading,1
3527,working_memory,3
3527,math_fluency,1
3527,long_term_memory,3
3527,reasoning,1
3527,emotion,1
3528,reading,3
3528,working_memory,5
3528,processing_speed,3
3528,math_fluency,4
3528,long_term_memory,5
3528,reasoning,4
3528,emotion,1
3529,response_behaviour,3
3529,reading,4
3529,working_memory,5
3529,processing_speed,3
3529,math_fluency,2
3529,reasoning,2
3529,emotion,3
3530,reading,5
3530,working_memory,5
3530,processing_speed,4
3530,math_fluency,4
3530,long_term_memory,5
3530,reasoning,5
3530,emotion,5
3531,response_behaviour,4
3531,reading,4
3531,working_memory,5
3531,math_fluency,5
3531,long_term_memory,5
3531,reasoning,2
3531,emotion,4
3532,response_behaviour,4
3532,reading,5
3532,working_memory,5
3532,processing_speed,2
3532,math_fluency,5
3532,long_term_memory,5
3532,emotion,1
3533,response_behaviour,3
3533,reading,4
3533,working_memory,5
3533,processing_speed,4
3533,math_fluency,4
3533,long_term_memory,2
3533,reasoning,3
3534,response_behaviour,3
3534,reading,2
3534,working_memory,5
3534,math_fluency,2
3534,long_term_memory,4
3534,reasoning,4
3534,emotion,5
3535,response_behaviour,3
3535,working_memory,5
3535,processing_speed,1
3535,math_fluency,3
3535,long_term_memory,5
3535,reasoning,3
3535,emotion,5
3536,response_behaviour,3
3536,reading,2
3536,processing_speed,3
3536,math_fluency,3
3536,long_term_memory,5
3536,reasoning,1
3536,emotion,1
3537,response_behaviour,4
3537,working_memory,5
3537,processing_speed,3
3537,math_fluency,5
3537,long_term_memory,1
3537,reasoning,1
3537,emotion,5
3538,response_behaviour,3
3538,working_memory,5
3538,processing_speed,2
3538,math_fluency,3
3538,long_term_memory,5
3538,reasoning,3
3538,emotion,5
3539,response_behaviour,3
3539,reading,1
3539,working_memory,5
3539,processing_speed,3
3539,math_fluency,2
3539,long_term_memory,5
3539,reasoning,2
3540,response_behaviour,3
3540,reading,3
3540,working_memory,5
3540,processing_speed,4
3540,math_fluency,5
3540,long_term_memory,5
3540,reasoning,2
3541,response_behaviour,3
3541,working_memory,5
3541,processing_speed,4
3541,math_fluency,5
3541,long_term_memory,5
3541,reasoning,5
3541,emotion,2
3542,response_behaviour,3
3542,reading,5
3542,working_memory,5
3542,math_fluency,5
3542,long_term_memory,5
3542,reasoning,5
3542,emotion,3
3543,response_behaviour,3
3543,reading,3
3543,working_memory,5
3543,processing_speed,3
3543,math_fluency,3
3543,long_term_memory,5
3543,emotion,3
3544,response_behaviour,4
3544,reading,1
3544,working_memory,5
3544,processing_speed,2
3544,long_term_memory,5
3544,reasoning,3
3544,emotion,2
3545,response_behaviour,4
3545,reading,2
3545,working_memory,5
3545,processing_speed,4
3545,math_fluency,3
3545,long_term_memory,5
3545,emotion,5
3546,response_behaviour,4
3546,reading,5
3546,working_memory,4
3546,processing_speed,3
3546,math_fluency,4
3546,reasoning,4
3546,emotion,5
3547,response_behaviour,3
3547,reading,3
3547,processing_speed,3
3547,math_fluency,3
3547,long_term_memory,5
3547,reasoning,3
3547,emotion,5
3548,response_behaviour,4
3548,reading,2
3548,working_memory,5
3548,processing_speed,3
3548,math_fluency,2
3548,long_term_memory,5
3548,emotion,3
3549,response_behaviour,3
3549,reading,1
3549,working_memory,5
3549,processing_speed,3
3549,math_fluency,2
3549,long_term_memory,5
3549,emotion,3
3550,response_behaviour,4
3550,reading,1
3550,working_memory,5
3550,processing_speed,1
3550,math_fluency,1
3550,long_term_memory,4
3550,emotion,2
3551,response_behaviour,4
3551,working_memory,5
3551,processing_speed,1
3551,math_fluency,2
3551,long_term_memory,5
3551,reasoning,3
3551,emotion,5
3552,response_behaviour,4
3552,reading,1
3552,working_memory,5
3552,processing_speed,1
3552,math_fluency,1
3552,reasoning,2
3552,emotion,2
3553,response_behaviour,4
3553,reading,2
3553,working_memory,5
3553,processing_speed,2
3553,math_fluency,1
3553,reasoning,2
3553,emotion,1
3554,response_behaviour,3
3554,reading,5
3554,working_memory,5
3554,processing_speed,2
3554,math_fluency,5
3554,long_term_memory,5
3554,reasoning,2
3555,response_behaviour,4
3555,reading,3
3555,working_memory,5
3555,math_fluency,1
3555,long_term_memory,5
3555,reasoning,2
3555,calculus,2
3555,emotion,5
3556,response_behaviour,3
3556,reading,4
3556,working_memory,5
3556,processing_speed,5
3556,math_fluency,5
3556,long_term_memory,3
3556,calculus,4
3556,emotion,5
3558,response_behaviour,4
3558,reading,2
3558,working_memory,5
3558,math_fluency,2
3558,long_term_memory,3
3558,reasoning,1
3558,calculus,1
3558,emotion,2
3559,reading,5
3559,working_memory,5
3559,processing_speed,3
3559,math_fluency,4
3559,long_term_memory,5
3559,reasoning,4
3559,calculus,3
3559,emotion,5
3560,response_behaviour,3
3560,working_memory,5
3560,processing_speed,2
3560,math_fluency,5
3560,long_term_memory,3
3560,reasoning,4
3560,calculus,5
3560,emotion,3
3561,response_behaviour,4
3561,reading,2
3561,processing_speed,4
3561,math_fluency,1
3561,long_term_memory,4
3561,reasoning,3
3561,calculus,2
3561,emotion,5
3563,response_behaviour,4
3563,reading,1
3563,working_memory,4
3563,processing_speed,3
3563,math_fluency,1
3563,long_term_memory,5
3563,calculus,1
3563,emotion,2
3564,response_behaviour,4
3564,working_memory,5
3564,processing_speed,3
3564,math_fluency,2
3564,long_term_memory,3
3564,reasoning,4
3564,calculus,2
3564,emotion,5
3565,response_behaviour,4
3565,working_memory,5
3565,processing_speed,2
3565,math_fluency,5
3565,long_term_memory,5
3565,reasoning,3
3565,calculus,5
3565,emotion,4
3566,reading,5
3566,working_memory,5
3566,processing_speed,1
3566,math_fluency,4
3566,long_term_memory,5
3566,reasoning,2
3566,calculus,4
3566,emotion,4
3567,response_behaviour,4
3567,reading,5
3567,processing_speed,3
3567,math_fluency,5
3567,long_term_memory,5
3567,reasoning,4
3567,calculus,5
3567,emotion,5
3568,response_behaviour,4
3568,working_memory,5
3568,processing_speed,1
3568,math_fluency,3
3568,long_term_memory,4
3568,reasoning,3
3568,calculus,3
3568,emotion,4
3569,response_behaviour,4
3569,reading,5
3569,processing_speed,3
3569,math_fluency,4
3569,long_term_memory,3
3569,reasoning,3
3569,calculus,5
3569,emotion,4
3570,response_behaviour,3
3570,reading,4
3570,working_memory,5
3570,processing_speed,2
3570,long_term_memory,5
3570,reasoning,5
3570,calculus,5
3570,emotion,4
3571,response_behaviour,4
